CellNum	Stage	Mother/daughter	mtDNA rep observed	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
238	eG1	D	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	8.528	82.371	67.865	8	255	18.751	29.233	18.867	29.274	702.487	56	332532
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	8.528	63.398	21.612	13	171	18.751	29.233	18.754	29.183	540.677	62	255937
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	1.213	206.838	51.903	50	255	19.276	29.578	19.277	29.554	250.811	222	118725
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	1.213	76.247	19.047	29	143	19.276	29.578	19.258	29.554	92.457	75	43766
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	0.127	38.633	15.856	8	77	18.331	30.293	18.334	30.287	4.897	38	2318
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	0.127	58.033	16.857	20	114	18.331	30.293	18.332	30.283	7.356	57	3482
239	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	13.294	61.127	42.884	8	255	7.526	30.416	7.687	30.653	812.637	49	384673
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	13.294	63.022	19.971	13	162	7.526	30.416	7.584	30.466	837.829	61	396598
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	1.006	132.695	44.615	39	255	8.098	31.402	8.095	31.427	133.434	127	63163
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	1.006	79.164	18.41	34	148	8.098	31.402	8.084	31.415	79.605	78	37682
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	0.137	31.262	16.096	8	84	6.412	31.057	6.4	31.058	4.293	29	2032
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	0.137	65.215	15.436	31	98	6.412	31.057	6.409	31.061	8.955	63	4239
239	T	D	1	Slide4_020818_2	1	2	1	cell	DAPI	26	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	7.761	74.951	68.123	8	255	11.4	29.448	11.512	29.407	581.732	49	275371
				Slide4_020818_2	1	2	1	cell	EdU	27	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	7.761	63.047	21.302	9	155	11.4	29.448	11.409	29.434	489.338	62	231635
				Slide4_020818_2	1	2	1	nuclei	DAPI	28	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	1.202	210.48	46.765	75	255	11.736	29.225	11.768	29.23	253.004	224	119763
				Slide4_020818_2	1	2	1	nuclei	EdU	29	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	1.202	85.039	17.259	47	155	11.736	29.225	11.738	29.214	102.219	83	48387
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	30	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	0.165	52.41	22.059	16	107	11.416	30.245	11.422	30.235	8.636	50	4088
				Slide4_020818_2	1	2	1	cytoplasm	EdU	31	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	0.165	66.795	16.491	36	104	11.416	30.245	11.417	30.243	11.006	64	5210
240	A	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	14.139	74.766	57.779	8	255	38.827	26.023	38.552	25.847	1057.134	57	500409
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	14.139	50.592	18.244	9	128	38.827	26.023	38.79	25.939	715.336	50	338614
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	1.289	203.59	44.126	92	255	38.271	25.407	38.244	25.453	262.356	210	124190
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	1.289	64.739	15.681	28	117	38.271	25.407	38.283	25.381	83.426	63	39491
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	0.129	43.574	19.995	10	107	40.138	25.865	40.125	25.861	5.615	41	2658
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	0.129	51.639	12.959	26	91	40.138	25.865	40.137	25.867	6.655	49	3150
240	A	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	7.909	79.481	69.662	8	255	40.182	22.408	40.237	22.771	628.641	52	297576
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	7.909	48.961	18.363	9	123	40.182	22.408	40.228	22.383	387.252	48	183311
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	1.181	206.009	53.733	52	255	39.995	23.244	40.051	23.233	243.278	224	115159
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	1.181	56.603	17.258	15	123	39.995	23.244	40.04	23.195	66.843	55	31641
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:1	0.146	37.913	16.632	9	85	39.604	21.54	39.603	21.536	5.526	36	2616
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series021_w_nums_fluor.jpg:2	0.146	47.188	13.73	25	96	39.604	21.54	39.607	21.537	6.878	45	3256
241	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	13.508	109.836	80.288	8	255	14.622	24.493	14.414	24.528	1483.607	83	772475
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	13.508	61.001	23.421	9	161	14.535	24.274	14.53	24.293	823.965	60	429017
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	1.917	243.73	23.565	119	255	13.991	24.395	13.995	24.389	467.17	255	243243
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	1.917	78.049	19.398	27	161	13.991	24.176	13.99	24.154	149.6	77	77893
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.073	56.553	21.36	21	121	16.051	23.91	16.053	23.91	4.127	53	2149
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.073	60.447	20.938	34	120	16.007	23.734	16.004	23.741	4.412	56	2297
242	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	14.633	91.985	71.138	8	255	16.304	28.228	16.121	28.707	1346.016	67	700835
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	14.633	62.797	20.794	9	155	16.304	28.228	16.293	28.305	918.908	61	478451
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	1.583	243.652	25.33	118	255	15.513	29.669	15.528	29.672	385.595	255	200769
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	1.583	77.422	21.755	20	149	15.513	29.669	15.564	29.659	122.526	77	63796
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.092	77.083	21.456	39	162	15.499	28.774	15.497	28.771	7.106	75	3700
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.092	72.375	14.541	45	107	15.499	28.774	15.504	28.771	6.672	73	3474
243	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	11.126	101.757	74.617	8	255	28.842	15.198	28.712	14.979	1132.149	75	589480
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	11.126	60.374	19.793	9	148	28.842	15.198	28.866	15.138	671.722	59	349748
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	1.721	239.628	33.179	62	255	28.564	14.224	28.553	14.235	412.364	255	214707
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	1.721	75.03	17.686	34	144	28.564	14.224	28.583	14.225	129.115	73	67227
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.136	53	20.544	17	107	29.999	15.144	30.002	15.138	7.227	48	3763
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.136	57.62	15.136	30	96	29.999	15.144	29.997	15.136	7.857	56	4091
244	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	10.173	76.671	64.891	8	255	35.976	10.705	36.105	10.909	779.997	53	406124
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	10.173	64.573	21.569	9	146	35.976	10.705	35.993	10.69	656.926	64	342044
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	1.172	204.844	43.662	63	255	36.567	10.95	36.585	10.937	239.987	212	124955
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	1.172	79.675	19.309	31	143	36.567	10.95	36.591	10.956	93.344	78	48602
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.058	39.867	18.625	16	93	36.756	10.071	36.758	10.087	2.297	36	1196
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.058	76.8	17.559	45	118	36.756	10.071	36.757	10.07	4.425	76	2304
244	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	26	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	7.004	74.712	66.624	8	255	32.512	9.199	32.368	9.356	523.313	52	272475
				Slide4_020818_2	1	2	1	cell	EdU	27	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	7.004	63.413	23.889	9	155	32.512	9.199	32.524	9.156	444.171	64	231268
				Slide4_020818_2	1	2	1	nuclei	DAPI	28	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.728	224.214	38.302	80	255	31.835	9.553	31.831	9.553	163.206	241	84977
				Slide4_020818_2	1	2	1	nuclei	EdU	29	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.728	73.079	18.323	29	136	31.835	9.553	31.854	9.537	53.195	72	27697
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	30	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:1	0.088	41.261	20.452	10	95	32.683	10.064	32.682	10.067	3.645	38	1898
				Slide4_020818_2	1	2	1	cytoplasm	EdU	31	MAX_slide4_020818_2.lif - Series015_w_nums_fluor.jpg:2	0.088	61.826	13.97	33	90	32.683	10.064	32.686	10.066	5.462	62	2844
245	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	15.568	61.133	49.591	8	255	46.604	35.618	46.677	35.851	951.742	46	256392
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	15.568	53.802	19.621	9	135	46.604	35.618	46.651	35.703	837.615	53	225647
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	1.526	153.382	56.679	35	255	46.664	35.9	46.634	35.886	234.008	153	63040
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	1.526	67.044	16.716	22	135	46.664	35.9	46.669	35.914	102.286	66	27555
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	0.071	37.895	16.796	13	80	45.264	35.23	45.264	35.225	2.673	36	720
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	0.071	51.053	12.474	29	70	45.264	35.23	45.263	35.221	3.601	51	970
245	T	D	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	9.017	72.147	70.5	8	255	49.107	39.022	49.036	39.293	650.52	44	175245
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	9.017	55.741	22.221	9	148	49.107	39.022	49.053	38.991	502.59	54	135394
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	1.648	197.059	59.776	33	255	49.136	39.729	49.135	39.723	324.783	212	87494
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	1.648	74.065	21.138	21	148	49.136	39.729	49.121	39.676	122.071	73	32885
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	0.145	36.462	16.785	13	85	50.118	39.072	50.117	39.06	5.279	36	1422
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	0.145	58.769	14.655	31	94	50.118	39.072	50.122	39.074	8.508	58	2292
246	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	11.236	96.299	72.846	8	255	36.461	42.633	36.668	42.535	1082.05	68	291496
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	11.236	59.827	21.843	9	155	36.461	42.633	36.499	42.586	672.243	58	181097
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	2.29	215.323	42.708	59	255	37.017	42.368	37.061	42.318	493.162	227	132854
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	2.29	76.353	19.495	21	155	37.017	42.368	36.987	42.41	174.875	77	47110
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	0.085	46.348	20.162	20	86	36.629	41.537	36.62	41.542	3.957	41	1066
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	0.085	72.348	22.51	38	134	36.629	41.537	36.629	41.527	6.177	70	1664
247	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	12.562	98.44	79.027	8	255	50.458	42.232	50.199	42.496	1236.561	68	333120
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	12.562	37.954	14.341	9	105	50.458	42.232	50.44	42.22	476.766	37	128437
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	2.294	226.283	36.472	83	255	49.95	42.715	49.949	42.725	519.105	245	139843
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	2.294	46.985	12.851	15	105	49.95	42.715	49.955	42.699	107.787	46	29037
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	0.115	43.452	21.305	15	97	49.847	41.168	49.838	41.179	5	39	1347
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	0.115	37.903	11.163	15	61	49.847	41.168	49.851	41.18	4.362	38	1175
248	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	26	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	12.736	103.801	75.123	8	255	44.358	39.478	44.219	39.927	1322.02	78	356142
				Slide4_020818_2	1	2	1	cell	EdU	27	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	12.736	45.936	16.096	9	119	44.358	39.478	44.359	39.571	585.05	45	157608
				Slide4_020818_2	1	2	1	nuclei	DAPI	28	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	1.934	221.138	39.894	62	255	44.035	40.046	44.034	40.073	427.677	237	115213
				Slide4_020818_2	1	2	1	nuclei	EdU	29	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	1.934	55.109	14.61	25	109	44.035	40.046	44.023	40.044	106.581	54	28712
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	30	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:1	0.316	44.188	18.759	13	101	45.668	38.968	45.654	38.98	13.942	44	3756
				Slide4_020818_2	1	2	1	cytoplasm	EdU	31	MAX_slide4_020818_2.lif - Series025_w_nums_fluor.jpg:2	0.316	47.141	12.267	25	77	45.668	38.968	45.655	38.98	14.874	47	4007
249	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	18.243	103.254	71.982	8	255	39.876	33.857	39.497	33.874	1883.695	79	633877
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	18.243	63.948	22.403	9	174	39.876	33.857	39.854	33.807	1166.614	64	392574
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	2.722	237.746	32.126	78	255	38.069	34.256	38.06	34.26	647.163	255	217775
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	2.722	74.641	19.434	21	143	38.069	34.256	38.116	34.207	203.178	74	68371
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	0.166	60.25	19.394	15	100	39.735	33.037	39.742	33.03	10.027	57	3374
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	0.166	70.964	17.19	32	114	39.735	33.037	39.736	33.041	11.81	71	3974
250	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	13.108	104.406	70.096	8	255	33.283	34.454	33.139	34.487	1368.576	81	460536
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	13.108	55.555	18.961	10	132	33.283	34.454	33.25	34.424	728.222	55	245052
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	1.498	237.244	31.307	91	255	32.754	34.052	32.734	34.052	355.33	255	119571
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	1.498	72.435	16.782	32	132	32.754	34.052	32.756	34.034	108.488	72	36507
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	0.095	57.75	26.443	21	110	32.02	35.185	32.027	35.163	5.492	54	1848
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	0.095	60.469	15.905	34	112	32.02	35.185	32.016	35.191	5.75	60	1935
250	T	D	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	6.82	121.229	78.054	8	255	35.028	30.984	35.182	31.104	826.79	93	278221
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	6.82	59.853	19.913	9	136	35.028	30.984	35.079	30.995	408.199	59	137362
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	1.013	244.865	21.95	123	255	35.236	31.234	35.247	31.229	248.134	255	83499
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	1.013	76.938	16.863	38	136	35.236	31.234	35.244	31.235	77.966	75	26236
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	0.128	75.349	27.2	24	175	34.175	31.46	34.182	31.455	9.628	71	3240
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	0.128	59.605	16.847	35	120	34.175	31.46	34.172	31.456	7.616	55	2563
251	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	12.909	108.669	74.584	8	255	29.253	25.221	29.288	25.602	1402.813	85	472057
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	12.909	56.326	22.818	9	150	29.253	25.221	29.29	25.276	727.11	55	244678
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	1.611	249.188	15.918	168	255	29.61	26.017	29.608	26.015	401.358	255	135060
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	1.611	82.277	17.865	32	149	29.61	26.017	29.611	26.006	132.52	81	44594
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:1	0.267	75.578	26.118	28	161	30.05	24.751	30.049	24.758	20.214	72	6802
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series008_w_nums_fluor.jpg:2	0.267	68.411	14.07	36	109	30.05	24.751	30.051	24.756	18.297	69	6157
252	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	10.983	64.241	65.775	7	255	20.14	11.719	19.945	11.592	705.545	38	304954
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	10.983	46.889	18.949	9	126	20.14	11.719	20.105	11.652	514.963	45	222580
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	1.96	184.549	52.659	41	255	19.726	11.415	19.753	11.436	361.647	191	156313
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	1.96	65.662	16.053	22	126	19.726	11.415	19.727	11.413	128.674	65	55616
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.252	39.037	18.835	9	92	19.854	12.692	19.853	12.671	9.844	37	4255
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.252	49.303	15.865	17	99	19.854	12.692	19.859	12.681	12.433	47	5374
253	M	M	0	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	9.662	72.684	73.694	8	255	7.592	21.308	7.033	21.589	702.243	42	303527
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	9.662	32.04	13.778	9	97	7.592	21.308	7.421	21.361	309.556	30	133798
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	1.384	219.278	45.995	44	255	6.612	21.841	6.641	21.831	303.379	240	131128
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	1.384	41.652	13.113	10	88	6.612	21.841	6.636	21.825	57.627	41	24908
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.282	34.77	16.295	8	93	8.303	21.91	8.284	21.906	9.814	34	4242
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.282	32.361	10.18	13	64	8.303	21.91	8.295	21.913	9.134	31	3948
254	T	M	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	14.802	47.03	46.587	8	255	18.626	29.328	18.645	29.682	696.165	32	300900
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	14.802	33.262	15.444	9	108	18.626	29.328	18.605	29.428	492.366	31	212813
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.886	173.65	47.841	53	255	19.061	30.26	19.046	30.236	153.874	175	66508
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.886	49.407	14.159	17	104	19.061	30.26	19.059	30.253	43.78	48	18923
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.16	38.406	18.563	9	92	19.408	28.924	19.398	28.922	6.131	38	2650
