CellNum	Stage	Mother/daughter	mtDNA rep observed	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.16	40.406	13.977	16	81	19.408	28.924	19.409	28.929	6.45	37	2788
254	T	D	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	5.159	55.053	41.77	8	255	17.293	33.342	17.189	33.576	284.04	43	122769
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	5.159	33.396	12.341	9	97	16.956	33.102	17.001	33.111	172.304	32	74474
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.544	134.915	43.902	45	255	17.198	33.948	17.182	33.951	73.353	131	31705
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.544	39.911	12.746	10	83	17.054	33.707	17.057	33.692	21.699	39	9379
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.211	39.604	17.244	8	88	17.623	33.024	17.614	33.032	8.338	35	3604
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.211	36.451	11.141	15	82	17.479	32.784	17.477	32.779	7.674	35	3317
255	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	26	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	13.428	67.855	68.55	7	255	13.077	30.853	13.185	31.287	911.174	41	393832
				Slide4_020818_2	1	2	1	cell	EdU	27	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	13.428	36.913	16.056	9	109	13.077	30.853	13.044	30.916	495.679	35	214245
				Slide4_020818_2	1	2	1	nuclei	DAPI	28	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	1.749	210.005	50.683	58	255	13.513	31.444	13.478	31.489	367.318	230	158764
				Slide4_020818_2	1	2	1	nuclei	EdU	29	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	1.749	50.483	13.891	19	104	13.513	31.444	13.494	31.425	88.299	49	38165
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	30	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:1	0.553	39.577	18.26	8	102	13.54	29.951	13.513	29.963	21.884	37	9459
				Slide4_020818_2	1	2	1	cytoplasm	EdU	31	MAX_slide4_020818_2.lif - Series071_w_nums_fluor.jpg:2	0.553	42.766	13.136	18	86	13.54	29.951	13.522	29.955	23.647	40	10221
256	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	11.908	67.437	66.017	8	255	26.699	29.745	26.888	29.621	803.046	43	236637
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	11.908	53.661	25.324	9	169	26.699	29.745	26.817	29.656	639.004	53	188298
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	1.357	211.102	44.39	64	255	26.967	29.386	26.95	29.366	286.557	222	84441
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	1.357	77.59	17.738	41	145	26.967	29.386	26.96	29.376	105.323	75	31036
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	0.495	59.178	29.307	8	161	27.515	30.36	27.504	30.314	29.32	56	8640
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	0.495	58.123	14.003	25	101	27.515	30.36	27.496	30.346	28.798	58	8486
257	A	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	13.255	87.84	69.367	7	255	30.947	49.456	31.009	49.254	1164.35	65	343104
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	13.255	46.473	20.065	9	132	30.947	49.456	31.001	49.339	616.016	45	181524
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	1.646	229.944	35.435	96	255	31.441	48.84	31.439	48.857	378.462	253	111523
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	1.646	68.501	15.942	29	132	31.441	48.84	31.434	48.828	112.745	66	33223
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	0.197	89.759	30.025	36	172	32.008	50.098	31.991	50.091	17.667	87	5206
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	0.197	59.552	16.505	31	115	32.008	50.098	31.997	50.098	11.721	61	3454
257	A	D	1	Slide4_020818_2	1	2	1	cell	DAPI	14	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	6.886	87.146	70.543	8	255	29.566	46.148	29.657	46.445	600.052	63	176820
				Slide4_020818_2	1	2	1	cell	EdU	15	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	6.886	40.069	16.001	9	113	29.624	45.973	29.692	45.991	275.894	39	81299
				Slide4_020818_2	1	2	1	nuclei	DAPI	16	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	0.926	227.19	34.361	105	255	29.698	46.951	29.694	46.946	210.48	243	62023
				Slide4_020818_2	1	2	1	nuclei	EdU	17	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	0.926	50.066	14.717	17	106	29.756	46.776	29.751	46.761	46.383	50	13668
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	18	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	0.207	57.18	22.971	18	127	30.326	46.058	30.324	46.07	11.837	54	3488
				Slide4_020818_2	1	2	1	cytoplasm	EdU	19	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	0.207	49.033	15.012	26	87	30.326	45.825	30.313	45.825	10.15	45	2991
258	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	20	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	16.717	75.662	67.008	8	255	26.736	23.735	27.26	23.8	1264.82	52	372710
				Slide4_020818_2	1	2	1	cell	EdU	21	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	16.717	59.71	23.274	9	152	26.736	23.735	26.937	23.703	998.149	60	294129
				Slide4_020818_2	1	2	1	nuclei	DAPI	22	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	1.809	216.904	38.06	90	255	27.921	23.438	27.941	23.439	392.331	227	115610
				Slide4_020818_2	1	2	1	nuclei	EdU	23	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	1.809	85.394	18.062	46	152	27.921	23.438	27.913	23.441	154.459	83	45515
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	24	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:1	0.265	45.641	19.346	9	93	26.816	22.574	26.817	22.586	12.081	44	3560
				Slide4_020818_2	1	2	1	cytoplasm	EdU	25	MAX_slide4_020818_2.lif - Series045_w_nums_fluor.jpg:2	0.265	70.103	15.697	42	108	26.816	22.574	26.813	22.582	18.556	70	5468
259	A	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	12.051	95.996	81.557	8	255	10.98	20.903	10.688	20.873	1156.887	63	929818
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	12.051	60.745	22.734	9	178	10.98	20.903	10.957	20.858	732.061	60	588375
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	1.431	249.772	17.55	113	255	10.537	20.606	10.525	20.611	357.384	255	287238
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	1.431	79.605	18.376	36	147	10.537	20.606	10.568	20.587	113.902	78	91546
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	0.132	59.302	21.202	19	143	12.129	20.463	12.121	20.459	7.821	56	6286
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	0.132	65.208	17.464	31	124	12.129	20.463	12.122	20.459	8.6	63	6912
259	A	D	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	6.767	77.727	67.073	8	255	7.407	21.089	7.654	21.188	525.999	56	422758
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	6.767	51.832	20.676	9	176	7.407	21.089	7.42	21.043	350.758	51	281913
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	0.565	237.703	31.558	108	255	8.316	21.36	8.324	21.366	134.271	255	107917
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	0.565	56.251	15.743	17	105	8.316	21.36	8.295	21.352	31.775	55	25538
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:1	0.126	52.634	20.081	14	117	7.165	20.355	7.17	20.36	6.614	50	5316
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series065_w_nums_fluor.jpg:2	0.126	64.752	13.356	36	96	7.165	20.355	7.168	20.356	8.137	63	6540
260	S	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:1	9.513	81.403	61.945	8	255	20.257	9.164	20.216	9.52	774.372	65	469370
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:2	9.513	55.042	35.793	9	234	20.257	9.164	20.253	9.367	523.6	46	317370
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:1	0.688	222.815	38.603	96	255	20.266	9.995	20.266	9.997	153.29	238	92914
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:2	0.688	140.499	41.021	41	234	20.266	9.995	20.297	9.98	96.659	138	58588
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:1	0.201	63.279	25.877	21	148	21.265	9.104	21.254	9.11	12.737	59	7720
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series057_w_nums_fluor.jpg:2	0.201	48.525	12.521	23	88	21.265	9.104	21.257	9.107	9.767	46	5920
261	A	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	16.143	64.998	62.113	8	255	22.303	16.001	21.985	15.64	1049.276	44	955659
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	16.143	51.066	23.61	9	168	22.303	16.001	22.282	15.943	824.38	49	750829
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	0.927	225.752	38.792	46	255	21.492	14.58	21.481	14.58	209.2	245	190535
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	0.927	65.046	22.101	16	149	21.492	14.58	21.516	14.604	60.277	63	54899
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	0.226	38.354	22.888	8	109	23.625	16.199	23.623	16.196	8.675	32	7901
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	0.226	52.845	19.689	10	113	23.625	16.199	23.618	16.2	11.952	51	10886
261	A	D	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	12.286	58.621	63.874	8	255	20.101	11.722	20.263	12.181	720.231	36	655972
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	12.286	45.955	22.113	9	158	20.101	11.722	20.141	11.689	564.614	44	514239
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	1.176	215.183	46.529	20	255	20.618	12.799	20.62	12.817	253.037	230	230461
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	1.176	59.743	20.872	9	149	20.618	12.799	20.625	12.771	70.253	59	63985
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:1	0.256	42.524	23.613	8	136	19.419	12.487	19.413	12.505	10.879	39	9908
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series051_w_nums_fluor.jpg:2	0.256	49.082	19.216	11	158	19.419	12.487	19.425	12.488	12.556	48	11436
262	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series073_w_nums.tif:1	9.99	44.024	53.138	8	255	9.664	18.557	10.038	18.709	439.819	24	203436
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series073_w_nums.tif:2	9.99	55.924	25.989	9	167	9.664	18.557	9.766	18.511	558.698	54	258423
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series073_w_nums.tif:1	1.351	158.118	52.85	30	255	10.456	18.801	10.438	18.806	213.653	162	98824
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series073_w_nums.tif:2	1.351	83.059	20.295	28	159	10.456	18.801	10.433	18.78	112.231	82	51912
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series073_w_nums.tif:1	0.082	20.263	11.561	8	53	10.605	17.805	10.604	17.817	1.665	20	770
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series073_w_nums.tif:2	0.082	63.474	19.333	24	108	10.605	17.805	10.61	17.812	5.215	63	2412
263	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	13.932	80.355	71.911	8	255	19.227	31.804	18.737	32.033	1119.488	52	348820
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	13.932	61.09	26.414	9	164	19.057	31.464	18.932	31.6	851.093	60	265191
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	2.487	201.235	39.168	67	255	18.452	32.231	18.46	32.246	500.522	205	155957
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	2.487	81.234	20.071	27	150	18.338	32.005	18.346	31.992	202.048	81	62956
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	0.103	46.438	17.89	17	99	18.955	31.293	18.962	31.305	4.769	43	1486
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	0.103	68.75	17.334	36	101	18.898	31.066	18.907	31.074	7.061	72	2200
264	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	12.837	52.374	54.109	8	255	51.937	46.25	51.539	46.367	672.351	31	209497
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	12.837	51.543	22.342	9	140	51.937	46.25	51.829	46.286	661.676	50	206171
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	1.386	155.231	48.59	49	255	50.904	46.295	50.922	46.27	215.22	156	67060
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	1.386	71.125	17.488	26	133	50.904	46.295	50.923	46.296	98.611	70	30726
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:1	0.167	34.096	16.036	8	100	52.308	47.622	52.299	47.618	5.69	35	1773
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series061_w_nums_fluor.jpg:2	0.167	59.808	16.261	30	95	52.308	47.622	52.307	47.612	9.981	60	3110
265	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	12.872	60.198	67.546	8	255	10.177	12.971	9.727	13.186	774.858	33	445890
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	12.872	41.005	18.585	9	127	10.177	12.971	10.087	12.99	527.803	40	303723
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	2.117	189.346	55.355	38	255	9.425	13.277	9.4	13.293	400.772	200	230623
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	2.117	60.389	15.818	24	127	9.425	13.277	9.426	13.273	127.821	59	73554
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	0.214	29.797	15.528	8	76	11.197	13.784	11.181	13.773	6.369	28	3665
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	0.214	47.585	13.579	18	96	11.197	13.784	11.187	13.774	10.171	47	5853
266	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	14.926	62.167	50.942	8	255	34.591	22.111	34.634	21.833	927.888	46	533951
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	14.926	35.76	15.103	9	107	34.591	22.111	34.619	22.041	533.739	34	307139
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	1.131	174.697	47.818	58	255	35.084	21.284	35.041	21.25	197.634	173	113728
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	1.131	46.384	13.318	16	100	35.084	21.284	35.11	21.298	52.474	45	30196
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:1	0.162	40.237	17.463	9	92	35.271	23.148	35.262	23.147	6.503	37	3742
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series049_w_nums_fluor.jpg:2	0.162	39.28	11.383	21	77	35.271	23.148	35.266	23.146	6.348	38	3653
267	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	2	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	10.858	33.447	33.213	8	246	7.873	7.073	8.15	7.029	363.156	23	143890
				Slide4_020818_2	1	2	1	cell	EdU	3	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	10.858	42.661	17.843	9	124	7.873	7.073	7.955	6.997	463.198	41	183529
				Slide4_020818_2	1	2	1	nuclei	DAPI	4	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	0.921	111.734	39.032	20	246	8.725	6.929	8.738	6.929	102.93	108	40783
				Slide4_020818_2	1	2	1	nuclei	EdU	5	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	0.921	57.096	16.277	24	115	8.725	6.929	8.711	6.93	52.597	56	20840
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	6	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	0.406	25.845	15.053	8	71	7.947	8.026	7.971	8.025	10.502	24	4161
				Slide4_020818_2	1	2	1	cytoplasm	EdU	7	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	0.406	44.342	11.37	18	87	7.947	8.026	7.94	8.021	18.018	44	7139
268	M	M	1	Slide4_020818_2	1	2	1	cell	DAPI	8	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	12.347	35.264	34.071	7	251	35.087	38.473	34.714	38.665	435.393	23	172512
				Slide4_020818_2	1	2	1	cell	EdU	9	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	12.347	49.261	19.652	9	135	35.087	38.473	35.044	38.464	608.203	48	240983
				Slide4_020818_2	1	2	1	nuclei	DAPI	10	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	1.794	97.347	35.823	19	251	34.315	38.581	34.265	38.594	174.685	95	69214
				Slide4_020818_2	1	2	1	nuclei	EdU	11	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	1.794	66.71	17.091	18	135	34.315	38.581	34.324	38.575	119.708	65	47431
				Slide4_020818_2	1	2	1	cytoplasm	DAPI	12	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:1	0.573	18.079	11.913	8	57	35.664	37.624	35.656	37.625	10.358	13	4104
				Slide4_020818_2	1	2	1	cytoplasm	EdU	13	MAX_slide4_020818_2.lif - Series085_w_nums_fluor.jpg:2	0.573	55.568	16.48	23	124	35.664	37.624	35.658	37.627	31.836	54	12614
269	G1	M	1	Slide3_060818	2	1	1	cell	DAPI	2	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	19.754	89.978	58.881	8	255	13.125	32.205	12.836	32.54	1777.428	74	457987
				Slide3_060818	2	1	1	cell	EdU	3	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	19.754	33.094	12.44	9	93	13.125	31.956	13.111	32.004	653.736	32	168447
				Slide3_060818	2	1	1	nuclei	DAPI	4	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	1.49	225.651	34.582	116	255	12.012	33.288	12.018	33.3	336.285	238	86650
				Slide3_060818	2	1	1	nuclei	EdU	5	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	1.49	39.047	11.759	14	81	12.012	32.977	12.042	32.945	58.191	37	14994
				Slide3_060818	2	1	1	cytoplasm	DAPI	6	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	0.256	75.621	28.387	20	162	11.934	31.66	11.933	31.669	19.37	74	4991
				Slide3_060818	2	1	1	cytoplasm	EdU	7	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	0.256	32.727	9.658	14	61	11.934	31.411	11.934	31.413	8.383	32	2160
270	G1	M	1	Slide3_060818	2	1	1	cell	DAPI	8	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	11.03	97.869	67.743	8	255	22.42	3.313	22.275	3.613	1079.461	78	278143
				Slide3_060818	2	1	1	cell	EdU	9	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	11.03	22.051	8.701	8	66	22.296	3.126	22.348	3.125	243.212	21	62668
				Slide3_060818	2	1	1	nuclei	DAPI	10	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	1.432	234.924	35.303	62	255	22.068	4.288	22.057	4.291	336.429	255	86687
				Slide3_060818	2	1	1	nuclei	EdU	11	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	1.432	25.715	8.414	10	57	22.006	4.039	22.004	4.024	36.826	25	9489
				Slide3_060818	2	1	1	cytoplasm	DAPI	12	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	0.175	98.889	28.521	46	173	22.882	3.462	22.883	3.475	17.27	93	4450
				Slide3_060818	2	1	1	cytoplasm	EdU	13	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	0.175	26.378	9.382	10	56	22.882	3.275	22.877	3.282	4.607	23	1187
271	A	M	1	Slide3_060818	2	1	1	cell	DAPI	14	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	19.479	88.176	62.288	8	255	31.878	50.543	31.734	50.315	1717.537	69	442555
				Slide3_060818	2	1	1	cell	EdU	15	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	19.479	29.578	12.975	8	96	31.94	50.231	31.977	50.076	576.132	28	148451
				Slide3_060818	2	1	1	nuclei	DAPI	16	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	1.824	219.674	43.883	46	255	30.988	49.472	31.01	49.473	400.697	237	103247
				Slide3_060818	2	1	1	nuclei	EdU	17	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	1.824	36.577	11.271	14	87	31.05	49.16	31.074	49.165	66.718	35	17191
				Slide3_060818	2	1	1	cytoplasm	DAPI	18	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	0.268	71.754	24.909	22	150	33.331	49.803	33.331	49.8	19.215	66	4951
				Slide3_060818	2	1	1	cytoplasm	EdU	19	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	0.268	34.986	11.055	18	75	33.331	49.554	33.347	49.555	9.369	32	2414
271	A	D	1	Slide3_060818	2	1	1	cell	DAPI	20	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	8.484	97.823	71.216	8	255	32.087	46.62	32.066	46.781	829.908	74	213841
				Slide3_060818	2	1	1	cell	EdU	21	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	8.484	31.064	13.076	8	90	32.211	46.122	32.178	46.135	263.536	30	67905
				Slide3_060818	2	1	1	nuclei	DAPI	22	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	1.191	227.345	40.923	67	255	32.412	47.239	32.413	47.226	270.871	255	69795
				Slide3_060818	2	1	1	nuclei	EdU	23	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:2	1.191	37.482	10.48	15	76	32.474	46.803	32.476	46.794	44.658	36	11507
				Slide3_060818	2	1	1	cytoplasm	DAPI	24	MAX_slide3_060818.lif - Series059_w_nums_fluor.jpg:1	0.435	63.402	23.024	22	142	32.903	46.093	32.906	46.127	27.559	59	7101
